[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] INACTIVE PLAYER IMAGE CLEANUP
[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] 
1. Scanning player images...
[2025-07-20 15:31:25] Found 0 images in american_football
[2025-07-20 15:31:25] Found 0 images in australian_football
[2025-07-20 15:31:25] Found 1395 images in baseball
[2025-07-20 15:31:25] Found 937 images in basketball
[2025-07-20 15:31:25] Found 22 images in darts
[2025-07-20 15:31:25] Found 0 images in golf
[2025-07-20 15:31:25] Found 1335 images in ice_hockey
[2025-07-20 15:31:25] Found 1960 images in mma
[2025-07-20 15:31:25] Found 23 images in motorsport
[2025-07-20 15:31:25] Found 6419 images in soccer
[2025-07-20 15:31:25] Found 45 images in tennis
[2025-07-20 15:31:25] 
2. Processing each sport...
[2025-07-20 15:31:25] 
==================================================
[2025-07-20 15:31:25] CLEANING SPORT: baseball
[2025-07-20 15:31:25] ==================================================
[2025-07-20 15:31:25] ⚠️  BASEBALL player data not available in API-Sports
[2025-07-20 15:31:58] 🗑️  Deleted: n_fekir.png (n_fekir)
[2025-07-20 15:31:58] 🗑️  Deleted: pablo_fornals.png (pablo_fornals)
[2025-07-20 15:31:58] 🗑️  Deleted: ricardo_rodriguez.png (ricardo_rodriguez)
[2025-07-20 15:31:58] 🗑️  Deleted: rodri.png (rodri)
[2025-07-20 15:31:58] 🗑️  Deleted: romain_perraud.png (romain_perraud)
[2025-07-20 15:31:58] 🗑️  Deleted: sergio_arribas.png (sergio_arribas)
[2025-07-20 15:31:58] 🗑️  Deleted: sergi_altimira.png (sergi_altimira)
[2025-07-20 15:31:58] 🗑️  Deleted: s_papastathopoulos.png (s_papastathopoulos)
[2025-07-20 15:31:58] 🗑️  Deleted: visus.png (visus)
[2025-07-20 15:31:58] 🗑️  Deleted: william_carvalho.png (william_carvalho)
[2025-07-20 15:31:58] 🗑️  Deleted: willian_josé.png (willian_josé)
[2025-07-20 15:31:58] 🗑️  Deleted: youssouf_sabaly.png (youssouf_sabaly)
[2025-07-20 15:31:58] 🗑️  Deleted: y_sabaly.png (y_sabaly)
[2025-07-20 15:31:58] 🗑️  Deleted: álex_collado.png (álex_collado)
[2025-07-20 15:31:58] 🗑️  Deleted: alvaro_carrillo.png (alvaro_carrillo)
[2025-07-20 15:31:58] 🗑️  Deleted: andriy_lunin.png (andriy_lunin)
[2025-07-20 15:31:58] 🗑️  Deleted: antonio_rudiger.png (antonio_rudiger)
[2025-07-20 15:31:58] 🗑️  Deleted: arda_güler.png (arda_güler)
[2025-07-20 15:31:58] 🗑️  Deleted: aurelien_tchouameni.png (aurelien_tchouameni)
[2025-07-20 15:31:58] 🗑️  Deleted: brahim.png (brahim)
[2025-07-20 15:31:58] 🗑️  Deleted: carlo_ancelotti.png (carlo_ancelotti)
[2025-07-20 15:31:58] 🗑️  Deleted: césar_palacios.png (césar_palacios)
[2025-07-20 15:31:58] 🗑️  Deleted: daniel_carvajal.png (daniel_carvajal)
[2025-07-20 15:31:58] 🗑️  Deleted: daniel_ceballos.png (daniel_ceballos)
[2025-07-20 15:31:58] 🗑️  Deleted: david_alaba.png (david_alaba)
[2025-07-20 15:31:58] 🗑️  Deleted: diego_piñeiro.png (diego_piñeiro)
[2025-07-20 15:31:58] 🗑️  Deleted: edgar_pujol.png (edgar_pujol)
[2025-07-20 15:31:58] 🗑️  Deleted: eduardo_camavinga.png (eduardo_camavinga)
[2025-07-20 15:31:58] 🗑️  Deleted: endrick.png (endrick)
[2025-07-20 15:31:58] 🗑️  Deleted: federico_valverde.png (federico_valverde)
[2025-07-20 15:31:58] 🗑️  Deleted: ferland_mendy.png (ferland_mendy)
[2025-07-20 15:31:58] 🗑️  Deleted: fran_garcía.png (fran_garcía)
[2025-07-20 15:31:58] 🗑️  Deleted: jesús_vallejo.png (jesús_vallejo)
[2025-07-20 15:31:58] 🗑️  Deleted: joan_martínez.png (joan_martínez)
[2025-07-20 15:31:58] 🗑️  Deleted: joselu.png (joselu)
[2025-07-20 15:31:58] 🗑️  Deleted: jude_bellingham.png (jude_bellingham)
[2025-07-20 15:31:58] 🗑️  Deleted: j_de_leon.png (j_de_leon)
[2025-07-20 15:31:58] 🗑️  Deleted: kepa.png (kepa)
[2025-07-20 15:31:58] 🗑️  Deleted: kylian_mbappé.png (kylian_mbappé)
[2025-07-20 15:31:58] 🗑️  Deleted: lucas_cañizares.png (lucas_cañizares)
[2025-07-20 15:31:58] 🗑️  Deleted: lucas_vazquez.png (lucas_vazquez)
[2025-07-20 15:31:58] 🗑️  Deleted: luis_lopez.png (luis_lopez)
[2025-07-20 15:31:58] 🗑️  Deleted: luka_modric.png (luka_modric)
[2025-07-20 15:31:58] 🗑️  Deleted: mario_de_luis.png (mario_de_luis)
[2025-07-20 15:31:58] 🗑️  Deleted: nacho.png (nacho)
[2025-07-20 15:31:58] 🗑️  Deleted: pablo_ramon.png (pablo_ramon)
[2025-07-20 15:31:58] 🗑️  Deleted: peter.png (peter)
[2025-07-20 15:31:58] 🗑️  Deleted: rafa_marín.png (rafa_marín)
[2025-07-20 15:31:58] 🗑️  Deleted: raúl_asencio.png (raúl_asencio)
[2025-07-20 15:31:58] 🗑️  Deleted: reinier.png (reinier)
[2025-07-20 15:31:58] 🗑️  Deleted: rodrygo.png (rodrygo)
[2025-07-20 15:31:58] 🗑️  Deleted: thibaut_courtois.png (thibaut_courtois)
[2025-07-20 15:31:58] 🗑️  Deleted: t_kroos.png (t_kroos)
[2025-07-20 15:31:58] 🗑️  Deleted: t_zidane.png (t_zidane)
[2025-07-20 15:31:58] 🗑️  Deleted: vinícius_júnior.png (vinícius_júnior)
[2025-07-20 15:31:58] 🗑️  Deleted: vinícius_tobias.png (vinícius_tobias)
[2025-07-20 15:31:58] 🗑️  Deleted: á_rodríguez.png (á_rodríguez)
[2025-07-20 15:31:58] 🗑️  Deleted: éder_militão.png (éder_militão)
[2025-07-20 15:31:58] 🗑️  Deleted: aléxandros_katránis.png (aléxandros_katránis)
[2025-07-20 15:31:58] 🗑️  Deleted: andrew_brody.png (andrew_brody)
[2025-07-20 15:31:58] 🗑️  Deleted: axel_kei.png (axel_kei)
[2025-07-20 15:31:58] 🗑️  Deleted: benji_michel.png (benji_michel)
[2025-07-20 15:31:58] 🗑️  Deleted: bertin_jacquesson.png (bertin_jacquesson)
[2025-07-20 15:31:58] 🗑️  Deleted: bode_davis.png (bode_davis)
[2025-07-20 15:31:58] 🗑️  Deleted: braian_rodríguez.png (braian_rodríguez)
[2025-07-20 15:31:58] 🗑️  Deleted: brayan_vera.png (brayan_vera)
[2025-07-20 15:31:58] 🗑️  Deleted: chukwuemeka_somto_eneli.png (chukwuemeka_somto_eneli)
[2025-07-20 15:31:58] 🗑️  Deleted: cristian_daniel_arango_duque.png (cristian_daniel_arango_duque)
[2025-07-20 15:31:58] 🗑️  Deleted: diego_luna.png (diego_luna)
[2025-07-20 15:31:58] 🗑️  Deleted: diogo_gonçalves.png (diogo_gonçalves)
[2025-07-20 15:31:58] 🗑️  Deleted: dominik_marczuk.png (dominik_marczuk)
[2025-07-20 15:31:58] 🗑️  Deleted: elias_manoel.png (elias_manoel)
[2025-07-20 15:31:58] 🗑️  Deleted: erik_holt.png (erik_holt)
[2025-07-20 15:31:58] 🗑️  Deleted: forster_ajago.png (forster_ajago)
[2025-07-20 15:31:58] 🗑️  Deleted: ilijah_paul_gindiri.png (ilijah_paul_gindiri)
[2025-07-20 15:31:58] 🗑️  Deleted: javain_brown.png (javain_brown)
[2025-07-20 15:31:58] 🗑️  Deleted: jude_wellings.png (jude_wellings)
[2025-07-20 15:31:58] 🗑️  Deleted: justen_glad.png (justen_glad)
[2025-07-20 15:31:58] 🗑️  Deleted: kevon_lambert.png (kevon_lambert)
[2025-07-20 15:31:58] 🗑️  Deleted: lachlan_brook.png (lachlan_brook)
[2025-07-20 15:31:58] 🗑️  Deleted: maikel_chang.png (maikel_chang)
[2025-07-20 15:31:58] 🗑️  Deleted: marcelo_fernández.png (marcelo_fernández)
[2025-07-20 15:31:58] 🗑️  Deleted: nelson_ruiz.png (nelson_ruiz)
[2025-07-20 15:31:58] 🗑️  Deleted: pablo_mastroeni.png (pablo_mastroeni)
[2025-07-20 15:31:58] 🗑️  Deleted: pablo_ruíz.png (pablo_ruíz)
[2025-07-20 15:31:58] 🗑️  Deleted: philip_quinton.png (philip_quinton)
[2025-07-20 15:31:58] 🗑️  Deleted: rafael_cabral.png (rafael_cabral)
[2025-07-20 15:31:58] 🗑️  Deleted: samuel_junqua.png (samuel_junqua)
[2025-07-20 15:31:58] 🗑️  Deleted: tomás_gómez.png (tomás_gómez)
[2025-07-20 15:31:58] 🗑️  Deleted: zackery_farnsworth.png (zackery_farnsworth)
[2025-07-20 15:31:58] 🗑️  Deleted: zac_macmath.png (zac_macmath)
[2025-07-20 15:31:58] 🗑️  Deleted: aihen_muñoz.png (aihen_muñoz)
[2025-07-20 15:31:58] 🗑️  Deleted: alberto_dadie.png (alberto_dadie)
[2025-07-20 15:31:58] 🗑️  Deleted: ander_barrenetxea.png (ander_barrenetxea)
[2025-07-20 15:31:58] 🗑️  Deleted: andré_silva.png (andré_silva)
[2025-07-20 15:31:58] 🗑️  Deleted: aritz_elustondo.png (aritz_elustondo)
[2025-07-20 15:31:58] 🗑️  Deleted: arkaitz_mariezkurrena.png (arkaitz_mariezkurrena)
[2025-07-20 15:31:58] 🗑️  Deleted: arsen_zakharyan.png (arsen_zakharyan)
[2025-07-20 15:31:58] 🗑️  Deleted: beñat_turrientes.png (beñat_turrientes)
[2025-07-20 15:31:58] 🗑️  Deleted: brais_méndez.png (brais_méndez)
[2025-07-20 15:31:58] 🗑️  Deleted: b_fiabema.png (b_fiabema)
[2025-07-20 15:31:58] 🗑️  Deleted: carlos_fernández.png (carlos_fernández)
[2025-07-20 15:31:58] 🗑️  Deleted: dani_díaz.png (dani_díaz)
[2025-07-20 15:31:58] 🗑️  Deleted: diego_rico.png (diego_rico)
[2025-07-20 15:31:58] 🗑️  Deleted: ekain_orobengoa.png (ekain_orobengoa)
[2025-07-20 15:31:58] 🗑️  Deleted: gaizka_ayesa.png (gaizka_ayesa)
[2025-07-20 15:31:58] 🗑️  Deleted: hamari_traoré.png (hamari_traoré)
[2025-07-20 15:31:58] 🗑️  Deleted: igor_zubeldia.png (igor_zubeldia)
[2025-07-20 15:31:58] 🗑️  Deleted: javi_galán.png (javi_galán)
[2025-07-20 15:31:58] 🗑️  Deleted: javi_lópez.png (javi_lópez)
[2025-07-20 15:31:58] 🗑️  Deleted: jon_aramburu.png (jon_aramburu)
[2025-07-20 15:31:58] 🗑️  Deleted: jon_karrikaburu.png (jon_karrikaburu)
[2025-07-20 15:31:58] 🗑️  Deleted: jon_pacheco.png (jon_pacheco)
[2025-07-20 15:31:58] 🗑️  Deleted: k_tierney.png (k_tierney)
[2025-07-20 15:31:58] 🗑️  Deleted: luka_sučić.png (luka_sučić)
[2025-07-20 15:31:58] 🗑️  Deleted: martín_merquelanz.png (martín_merquelanz)
[2025-07-20 15:31:58] 🗑️  Deleted: martín_zubimendi.png (martín_zubimendi)
[2025-07-20 15:31:58] 🗑️  Deleted: mikel_oyarzabal.png (mikel_oyarzabal)
[2025-07-20 15:31:58] 🗑️  Deleted: nayef_aguerd.png (nayef_aguerd)
[2025-07-20 15:31:58] 🗑️  Deleted: orri_óskarsson.png (orri_óskarsson)
[2025-07-20 15:31:58] 🗑️  Deleted: o_oskarsson.png (o_oskarsson)
[2025-07-20 15:31:58] 🗑️  Deleted: pablo_marín.png (pablo_marín)
[2025-07-20 15:31:58] 🗑️  Deleted: roberto_lopez.png (roberto_lopez)
[2025-07-20 15:31:58] 🗑️  Deleted: robert_navarro.png (robert_navarro)
[2025-07-20 15:31:58] 🗑️  Deleted: sergio_gómez.png (sergio_gómez)
[2025-07-20 15:31:58] 🗑️  Deleted: sheraldo_becker.png (sheraldo_becker)
[2025-07-20 15:31:58] 🗑️  Deleted: s_becker.png (s_becker)
[2025-07-20 15:31:58] 🗑️  Deleted: takefusa_kubo.png (takefusa_kubo)
[2025-07-20 15:31:58] 🗑️  Deleted: unai_marrero.png (unai_marrero)
[2025-07-20 15:31:58] 🗑️  Deleted: u_sadiq.png (u_sadiq)
[2025-07-20 15:31:58] 🗑️  Deleted: álex_remiro.png (álex_remiro)
[2025-07-20 15:31:58] 🗑️  Deleted: álex_sola.png (álex_sola)
[2025-07-20 15:31:58] 🗑️  Deleted: álvaro_odriozola.png (álvaro_odriozola)
[2025-07-20 15:31:58] 🗑️  Deleted: a_daghim.png (a_daghim)
[2025-07-20 15:31:58] 🗑️  Deleted: fernando.png (fernando)
[2025-07-20 15:31:58] 🗑️  Deleted: k_konaté.png (k_konaté)
[2025-07-20 15:31:58] 🗑️  Deleted: k_ludewig.png (k_ludewig)
[2025-07-20 15:31:58] 🗑️  Deleted: k_onisiwo.png (k_onisiwo)
[2025-07-20 15:31:58] 🗑️  Deleted: l_agyekum.png (l_agyekum)
[2025-07-20 15:31:58] 🗑️  Deleted: l_vásquez.png (l_vásquez)
[2025-07-20 15:31:58] 🗑️  Deleted: m_bidstrup.png (m_bidstrup)
[2025-07-20 15:31:58] 🗑️  Deleted: m_kjærgaard.png (m_kjærgaard)
[2025-07-20 15:31:58] 🗑️  Deleted: m_yeo.png (m_yeo)
[2025-07-20 15:31:58] 🗑️  Deleted: n_dorgeles.png (n_dorgeles)
[2025-07-20 15:31:58] 🗑️  Deleted: o_lukic.png (o_lukic)
[2025-07-20 15:31:58] 🗑️  Deleted: p_ratkov.png (p_ratkov)
[2025-07-20 15:31:58] 🗑️  Deleted: p_verhounig.png (p_verhounig)
[2025-07-20 15:31:58] 🗑️  Deleted: r_hofer.png (r_hofer)
[2025-07-20 15:31:58] 🗑️  Deleted: r_šimić.png (r_šimić)
[2025-07-20 15:31:58] 🗑️  Deleted: s_diabaté.png (s_diabaté)
[2025-07-20 15:31:58] 🗑️  Deleted: t_trummer.png (t_trummer)
[2025-07-20 15:31:58] 🗑️  Deleted: y_vertessen.png (y_vertessen)
[2025-07-20 15:31:58] 🗑️  Deleted: z_jáno.png (z_jáno)
[2025-07-20 15:31:58] 🗑️  Deleted: a_salama.png (a_salama)
[2025-07-20 15:31:58] 🗑️  Deleted: a_tchaptchet.png (a_tchaptchet)
[2025-07-20 15:31:58] 🗑️  Deleted: c_keita.png (c_keita)
[2025-07-20 15:31:58] 🗑️  Deleted: c_mbondi.png (c_mbondi)
[2025-07-20 15:31:58] 🗑️  Deleted: h_sekine.png (h_sekine)
[2025-07-20 15:31:58] 🗑️  Deleted: i_diakité.png (i_diakité)
[2025-07-20 15:31:58] 🗑️  Deleted: j_ito.png (j_ito)
[2025-07-20 15:31:58] 🗑️  Deleted: j_okumu.png (j_okumu)
[2025-07-20 15:31:58] 🗑️  Deleted: j_patrick.png (j_patrick)
[2025-07-20 15:31:58] 🗑️  Deleted: j_siebatcheu.png (j_siebatcheu)
[2025-07-20 15:31:58] 🗑️  Deleted: keito_nakamura.png (keito_nakamura)
[2025-07-20 15:31:58] 🗑️  Deleted: m_busi.png (m_busi)
[2025-07-20 15:31:58] 🗑️  Deleted: m_daramy.png (m_daramy)
[2025-07-20 15:31:58] 🗑️  Deleted: m_touré.png (m_touré)
[2025-07-20 15:31:58] 🗑️  Deleted: n_sissoko.png (n_sissoko)
[2025-07-20 15:31:58] 🗑️  Deleted: o_diakité.png (o_diakité)
[2025-07-20 15:31:58] 🗑️  Deleted: r_khadra.png (r_khadra)
[2025-07-20 15:31:58] 🗑️  Deleted: sergio_akieme.png (sergio_akieme)
[2025-07-20 15:31:58] 🗑️  Deleted: t_teuma.png (t_teuma)
[2025-07-20 15:31:58] 🗑️  Deleted: y_abdelhamid.png (y_abdelhamid)
[2025-07-20 15:31:58] 🗑️  Deleted: adrien_truffert.png (adrien_truffert)
[2025-07-20 15:31:58] 🗑️  Deleted: alidu_seidu.png (alidu_seidu)
[2025-07-20 15:31:58] 🗑️  Deleted: anthony_rouault.png (anthony_rouault)
[2025-07-20 15:31:58] 🗑️  Deleted: arnaud_kalimuendo.png (arnaud_kalimuendo)
[2025-07-20 15:31:58] 🗑️  Deleted: azor_matusiwa.png (azor_matusiwa)
[2025-07-20 15:31:58] 🗑️  Deleted: a_do_marcolino.png (a_do_marcolino)
[2025-07-20 15:31:58] 🗑️  Deleted: a_gomez.png (a_gomez)
[2025-07-20 15:31:58] 🗑️  Deleted: a_gomis.png (a_gomis)
[2025-07-20 15:31:58] 🗑️  Deleted: a_kalimuendo.png (a_kalimuendo)
[2025-07-20 15:31:58] 🗑️  Deleted: benjamin_bourigeaud.png (benjamin_bourigeaud)
[2025-07-20 15:31:58] 🗑️  Deleted: brice_samba.png (brice_samba)
[2025-07-20 15:31:58] 🗑️  Deleted: bruno_génésio.png (bruno_génésio)
[2025-07-20 15:31:58] 🗑️  Deleted: b_bourigeaud.png (b_bourigeaud)
[2025-07-20 15:31:58] 🗑️  Deleted: b_yıldırım.png (b_yıldırım)
[2025-07-20 15:31:58] 🗑️  Deleted: carlos_gómez_hinestroza.png (carlos_gómez_hinestroza)
[2025-07-20 15:31:58] 🗑️  Deleted: christopher_wooh.png (christopher_wooh)
[2025-07-20 15:31:58] 🗑️  Deleted: d_cissé.png (d_cissé)
[2025-07-20 15:31:58] 🗑️  Deleted: f_rieder.png (f_rieder)
[2025-07-20 15:31:58] 🗑️  Deleted: gauthier_gallon.png (gauthier_gallon)
[2025-07-20 15:31:58] 🗑️  Deleted: glen_kamara.png (glen_kamara)
[2025-07-20 15:31:58] 🗑️  Deleted: guéla_doué.png (guéla_doué)
[2025-07-20 15:31:58] 🗑️  Deleted: g_lembet.png (g_lembet)
[2025-07-20 15:31:58] 🗑️  Deleted: hans_hateboer.png (hans_hateboer)
[2025-07-20 15:31:58] 🗑️  Deleted: h_do_marcolino.png (h_do_marcolino)
[2025-07-20 15:31:58] 🗑️  Deleted: h_meister.png (h_meister)
[2025-07-20 15:31:58] 🗑️  Deleted: ismaël_koné.png (ismaël_koné)
[2025-07-20 15:31:58] 🗑️  Deleted: i_salah.png (i_salah)
[2025-07-20 15:31:58] 🗑️  Deleted: jordan_james.png (jordan_james)
[2025-07-20 15:31:58] 🗑️  Deleted: j_belocian.png (j_belocian)
[2025-07-20 15:31:58] 🗑️  Deleted: kazeem_olaigbe.png (kazeem_olaigbe)
[2025-07-20 15:31:58] 🗑️  Deleted: kyogo_furuhashi.png (kyogo_furuhashi)
[2025-07-20 15:31:58] 🗑️  Deleted: k_olaigbe.png (k_olaigbe)
[2025-07-20 15:31:58] 🗑️  Deleted: lilian_brassier.png (lilian_brassier)
[2025-07-20 15:31:58] 🗑️  Deleted: lorenz_assignon.png (lorenz_assignon)
[2025-07-20 15:31:58] 🗑️  Deleted: ludovic_blas.png (ludovic_blas)
[2025-07-20 15:31:58] 🗑️  Deleted: l_blas.png (l_blas)
[2025-07-20 15:31:58] 🗑️  Deleted: mikayil_faye.png (mikayil_faye)
[2025-07-20 15:31:58] 🗑️  Deleted: mousa_tamari.png (mousa_tamari)
[2025-07-20 15:31:58] 🗑️  Deleted: musa_al-taamari.png (musa_al-taamari)
[2025-07-20 15:31:58] 🗑️  Deleted: m_abline.png (m_abline)
[2025-07-20 15:31:58] 🗑️  Deleted: m_meïté.png (m_meïté)
[2025-07-20 15:31:58] 🗑️  Deleted: naouirou_ahamada.png (naouirou_ahamada)
[2025-07-20 15:31:58] 🗑️  Deleted: romain_jules_salin.png (romain_jules_salin)
[2025-07-20 15:31:58] 🗑️  Deleted: seko_fofana.png (seko_fofana)
[2025-07-20 15:31:58] 🗑️  Deleted: steve_mandanda.png (steve_mandanda)
[2025-07-20 15:31:58] 🗑️  Deleted: warmed_omari.png (warmed_omari)
[2025-07-20 15:31:58] 🗑️  Deleted: w_samaké.png (w_samaké)
[2025-07-20 15:31:58] 🗑️  Deleted: y_batola.png (y_batola)
[2025-07-20 15:31:58] 🗑️  Deleted: alexis_saelemaekers.png (alexis_saelemaekers)
[2025-07-20 15:31:58] 🗑️  Deleted: anass_salah-eddine.png (anass_salah-eddine)
[2025-07-20 15:31:58] 🗑️  Deleted: angeliño.png (angeliño)
[2025-07-20 15:31:58] 🗑️  Deleted: artem_dovbyk.png (artem_dovbyk)
[2025-07-20 15:31:58] 🗑️  Deleted: bryan_cristante.png (bryan_cristante)
[2025-07-20 15:31:58] 🗑️  Deleted: claudio_ranieri.png (claudio_ranieri)
[2025-07-20 15:31:58] 🗑️  Deleted: devyne_rensch.png (devyne_rensch)
[2025-07-20 15:31:58] 🗑️  Deleted: eldor_shomurodov.png (eldor_shomurodov)
[2025-07-20 15:31:58] 🗑️  Deleted: evan_n'dicka.png (evan_n'dicka)
[2025-07-20 15:31:58] 🗑️  Deleted: gianluca_mancini.png (gianluca_mancini)
[2025-07-20 15:31:58] 🗑️  Deleted: leandro_paredes.png (leandro_paredes)
[2025-07-20 15:31:58] 🗑️  Deleted: lorenzo_pellegrini.png (lorenzo_pellegrini)
[2025-07-20 15:31:58] 🗑️  Deleted: lucas_gourna-douath.png (lucas_gourna-douath)
[2025-07-20 15:31:58] 🗑️  Deleted: manu_koné.png (manu_koné)
[2025-07-20 15:31:58] 🗑️  Deleted: mats_hummels.png (mats_hummels)
[2025-07-20 15:31:58] 🗑️  Deleted: matías_soulé.png (matías_soulé)
[2025-07-20 15:31:58] 🗑️  Deleted: mile_svilar.png (mile_svilar)
[2025-07-20 15:31:58] 🗑️  Deleted: paulo_dybala.png (paulo_dybala)
[2025-07-20 15:31:58] 🗑️  Deleted: saud_abdulhamid.png (saud_abdulhamid)
[2025-07-20 15:31:58] 🗑️  Deleted: stephan_el_shaarawy.png (stephan_el_shaarawy)
[2025-07-20 15:31:58] 🗑️  Deleted: tommaso_baldanzi.png (tommaso_baldanzi)
[2025-07-20 15:31:58] 🗑️  Deleted: victor_nelsson.png (victor_nelsson)
[2025-07-20 15:31:58] 🗑️  Deleted: zeki_çelik.png (zeki_çelik)
[2025-07-20 15:31:58] 🗑️  Deleted: a_jatta.png (a_jatta)
[2025-07-20 15:31:58] 🗑️  Deleted: ceti_junior_taty_tchibinda.png (ceti_junior_taty_tchibinda)
[2025-07-20 15:31:58] 🗑️  Deleted: d_cucurs.png (d_cucurs)
[2025-07-20 15:31:58] 🗑️  Deleted: d_sedols.png (d_sedols)
[2025-07-20 15:31:58] 🗑️  Deleted: emerson_deocleciano.png (emerson_deocleciano)
[2025-07-20 15:31:58] 🗑️  Deleted: e_valutadatils.png (e_valutadatils)
[2025-07-20 15:31:58] 🗑️  Deleted: f_djave.png (f_djave)
[2025-07-20 15:31:58] 🗑️  Deleted: f_orols.png (f_orols)
[2025-07-20 15:31:58] 🗑️  Deleted: j_beks.png (j_beks)
[2025-07-20 15:31:58] 🗑️  Deleted: j_miņins.png (j_miņins)
[2025-07-20 15:31:58] 🗑️  Deleted: k_campbell.png (k_campbell)
[2025-07-20 15:31:58] 🗑️  Deleted: k_mikuļskis.png (k_mikuļskis)
[2025-07-20 15:31:58] 🗑️  Deleted: m_alpēns.png (m_alpēns)
[2025-07-20 15:31:58] 🗑️  Deleted: m_koné.png (m_koné)
[2025-07-20 15:31:58] 🗑️  Deleted: m_ošs.png (m_ošs)
[2025-07-20 15:31:58] 🗑️  Deleted: m_sylla.png (m_sylla)
[2025-07-20 15:31:58] 🗑️  Deleted: pedro_arthur.png (pedro_arthur)
[2025-07-20 15:31:58] 🗑️  Deleted: r_deružinskis.png (r_deružinskis)
[2025-07-20 15:31:58] 🗑️  Deleted: r_gaučis.png (r_gaučis)
[2025-07-20 15:31:58] 🗑️  Deleted: v_jagodinskis.png (v_jagodinskis)
[2025-07-20 15:31:58] 🗑️  Deleted: a_boakye.png (a_boakye)
[2025-07-20 15:31:58] 🗑️  Deleted: a_gauthier.png (a_gauthier)
[2025-07-20 15:31:58] 🗑️  Deleted: a_moueffek.png (a_moueffek)
[2025-07-20 15:31:58] 🗑️  Deleted: b_djile.png (b_djile)
[2025-07-20 15:31:58] 🗑️  Deleted: b_owusu.png (b_owusu)
[2025-07-20 15:31:58] 🗑️  Deleted: c_fall.png (c_fall)
[2025-07-20 15:31:58] 🗑️  Deleted: d_bladi.png (d_bladi)
[2025-07-20 15:31:58] 🗑️  Deleted: d_chambost.png (d_chambost)
[2025-07-20 15:31:58] 🗑️  Deleted: d_nguessan.png (d_nguessan)
[2025-07-20 15:31:58] 🗑️  Deleted: e_mayilla.png (e_mayilla)
[2025-07-20 15:31:58] 🗑️  Deleted: i_cardona.png (i_cardona)
[2025-07-20 15:31:58] 🗑️  Deleted: i_wadji.png (i_wadji)
[2025-07-20 15:31:58] 🗑️  Deleted: j_othman.png (j_othman)
[2025-07-20 15:31:58] 🗑️  Deleted: j_sahraoui.png (j_sahraoui)
[2025-07-20 15:31:58] 🗑️  Deleted: l_stassin.png (l_stassin)
[2025-07-20 15:31:58] 🗑️  Deleted: m_bentayg.png (m_bentayg)
[2025-07-20 15:31:58] 🗑️  Deleted: m_rivera.png (m_rivera)
[2025-07-20 15:31:58] 🗑️  Deleted: n_mbuku.png (n_mbuku)
[2025-07-20 15:31:58] 🗑️  Deleted: s_diarra.png (s_diarra)
[2025-07-20 15:31:58] 🗑️  Deleted: z_davitashvili.png (z_davitashvili)
[2025-07-20 15:31:58] 🗑️  Deleted: alex_mighten.png (alex_mighten)
[2025-07-20 15:31:58] 🗑️  Deleted: anders_dreyer.png (anders_dreyer)
[2025-07-20 15:31:58] 🗑️  Deleted: andrés_reyes.png (andrés_reyes)
[2025-07-20 15:31:58] 🗑️  Deleted: aníbal_godoy.png (aníbal_godoy)
[2025-07-20 15:31:58] 🗑️  Deleted: christopher_mcvey.png (christopher_mcvey)
[2025-07-20 15:31:58] 🗑️  Deleted: cj_dos_santos.png (cj_dos_santos)
[2025-07-20 15:31:58] 🗑️  Deleted: emmanuel_boateng.png (emmanuel_boateng)
[2025-07-20 15:31:58] 🗑️  Deleted: franco_negri.png (franco_negri)
[2025-07-20 15:31:58] 🗑️  Deleted: hamady_diop.png (hamady_diop)
[2025-07-20 15:31:58] 🗑️  Deleted: hirving_lozano.png (hirving_lozano)
[2025-07-20 15:31:58] 🗑️  Deleted: jacob_jackson.png (jacob_jackson)
[2025-07-20 15:31:58] 🗑️  Deleted: jasper_löffelsend.png (jasper_löffelsend)
[2025-07-20 15:31:58] 🗑️  Deleted: jeppe_tverskov.png (jeppe_tverskov)
[2025-07-20 15:31:58] 🗑️  Deleted: luca_de_la_torre.png (luca_de_la_torre)
[2025-07-20 15:31:58] 🗑️  Deleted: marcus_ingvartsen.png (marcus_ingvartsen)
[2025-07-20 15:31:58] 🗑️  Deleted: mikey_varas.png (mikey_varas)
[2025-07-20 15:31:58] 🗑️  Deleted: pablo_sisniega.png (pablo_sisniega)
[2025-07-20 15:31:58] 🗑️  Deleted: paddy_mcnair.png (paddy_mcnair)
[2025-07-20 15:31:58] 🗑️  Deleted: willy_kumado.png (willy_kumado)
[2025-07-20 15:31:58] 🗑️  Deleted: amahl_pellegrino.png (amahl_pellegrino)
[2025-07-20 15:31:58] 🗑️  Deleted: benjamin_kikanovic.png (benjamin_kikanovic)
[2025-07-20 15:31:58] 🗑️  Deleted: bruce_arena.png (bruce_arena)
[2025-07-20 15:31:58] 🗑️  Deleted: bruno_wilson.png (bruno_wilson)
[2025-07-20 15:31:58] 🗑️  Deleted: carlos_akapo.png (carlos_akapo)
[2025-07-20 15:31:58] 🗑️  Deleted: carlos_gruezo.png (carlos_gruezo)
[2025-07-20 15:31:58] 🗑️  Deleted: casey_walls.png (casey_walls)
[2025-07-20 15:31:58] 🗑️  Deleted: cristian_espinoza.png (cristian_espinoza)
